ID,Amount.Requested,Interest.Rate,Loan.Length,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance
25235,10000,13.49%,60 months,17.80%,RENT,2500,720,8,3822
32747,3600,16.77%,36 months,13.45%,RENT,8750,670,8,51176
17370,12000,5.79%,36 months,2.25%,MORTGAGE,8000,765,12,5193
71470,4200,20.49%,60 months,28.80%,RENT,3166.67,660,16,7728
5062,4200,14.61%,36 months,15.28%,RENT,6333.33,665,11,15578
28205,11200,21.74%,60 months,6.30%,RENT,5583.33,660,12,7952
28976,15000,15.99%,36 months,7.68%,RENT,4583,675,10,15821
25084,12100,11.99%,36 months,24.78%,RENT,8750,755,10,1642
14156,14000,13.98%,60 months,10.20%,RENT,3145.83,715,8,3449
25665,4900,5.99%,36 months,6.64%,MORTGAGE,2666.67,770,5,3455
83794,19200,12.12%,36 months,29.58%,OWN,3583.33,715,11,29797
52698,8500,9.76%,36 months,6.58%,MORTGAGE,5333.33,705,10,3432
7255,12000,7.88%,36 months,14.79%,RENT,3333.33,760,8,1357
44426,21000,19.22%,60 months,13.87%,MORTGAGE,6000,680,10,17008
24464,35000,17.99%,60 months,6.39%,MORTGAGE,14000,715,7,3936
86039,10000,12.12%,36 months,15.60%,OWN,3833.33,685,6,4734
23944,10000,17.99%,60 months,8.93%,RENT,4300,685,4,37
86982,12000,18.49%,36 months,9.44%,OWN,5746,660,12,9561
28231,12000,11.99%,60 months,6.79%,RENT,4166.67,720,11,5934
13795,4000,6.76%,36 months,23.52%,RENT,3350,755,6,627
70193,20000,19.72%,60 months,24.78%,MORTGAGE,5416.67,675,12,33166
47862,24375,13.99%,36 months,13.64%,MORTGAGE,11500,695,16,35461
1336,7500,9.07%,36 months,4.86%,RENT,5000,750,10,8575
51954,9550,10.74%,36 months,14.33%,MORTGAGE,4000,700,8,9128
49851,25000,20.50%,60 months,9.59%,RENT,5077.58,690,6,17946
5468,3600,12.87%,36 months,1.58%,MORTGAGE,6333,690,6,12135
21651,10000,11.11%,36 months,20.15%,RENT,6083.33,700,3,924
59355,20000,6.62%,36 months,11.12%,RENT,10333.33,790,8,12632
52708,35000,10.74%,36 months,9.30%,MORTGAGE,8300,740,7,4421
45529,12000,12.12%,36 months,7.24%,MORTGAGE,10416.67,710,10,31489
102356,5600,14.82%,36 months,20.60%,RENT,6083.33,655,7,2166
60190,20000,7.90%,36 months,8.38%,MORTGAGE,15000,750,11,14621
91073,18000,10.16%,36 months,26.08%,MORTGAGE,5925,710,14,23378
13378,8000,7.51%,36 months,4.40%,MORTGAGE,2430,765,5,2783
52665,4000,9.76%,36 months,15.89%,MORTGAGE,4166.67,705,17,13745
33010,6000,7.90%,36 months,18.86%,RENT,2100,715,9,4847
60968,15000,17.77%,36 months,13.34%,MORTGAGE,4333.33,670,9,17264
58987,20950,13.67%,60 months,8.90%,RENT,6666.67,745,7,5680
50673,10625,7.90%,36 months,22.35%,MORTGAGE,3333.33,725,15,15946
68284,9000,10.16%,60 months,14.77%,RENT,3500,755,5,3135
4211,20000,11.48%,36 months,23.52%,MORTGAGE,4166.67,745,11,24123
82804,25800,13.11%,36 months,18.99%,RENT,4833.33,715,7,31427
42421,10000,6.62%,36 months,11.45%,OWN,4166.67,760,20,10385
3025,12000,11.58%,36 months,11.07%,RENT,3333.33,715,7,17495
65055,18650,20.49%,36 months,20.07%,MORTGAGE,4833.33,660,12,17740
76355,10000,12.12%,36 months,16.93%,MORTGAGE,3816.67,710,8,10830
33155,14000,16.77%,36 months,9.67%,MORTGAGE,12083.33,670,13,28318
72641,14000,14.09%,36 months,27.50%,RENT,9166.67,695,17,18813
104001,14400,17.56%,60 months,7.06%,RENT,5000,670,6,715
69437,8000,14.33%,36 months,14.74%,RENT,3108,690,3,3072
5511,12000,11.83%,36 months,15.88%,RENT,10250,720,15,46336
62057,24375,13.11%,36 months,10.86%,OWN,10416.67,705,11,19981
33008,3500,7.90%,36 months,22.04%,MORTGAGE,7247,710,11,9592
45527,7900,13.67%,36 months,8.40%,RENT,3000,675,5,8990
78288,10000,12.12%,36 months,19.62%,RENT,3640,695,11,13124
32628,10400,17.58%,60 months,8.93%,RENT,7110.42,725,8,856
9708,7500,7.14%,36 months,8.61%,MORTGAGE,2916.67,755,6,7962
66199,18800,14.33%,60 months,30.96%,RENT,5000,720,13,16397
62657,21000,13.11%,36 months,18.44%,MORTGAGE,7916.67,695,10,9734
54961,8500,6.62%,36 months,7.24%,OWN,6300,750,13,9769
41326,13200,11.71%,36 months,15.74%,RENT,3791.67,705,10,16187
57425,3000,19.99%,60 months,19.63%,MORTGAGE,4416.67,710,4,0
85229,19200,22.47%,60 months,10.39%,RENT,5666.67,670,5,17783
36931,13600,18.64%,60 months,12.85%,RENT,5651.33,675,13,24383
12114,6000,7.88%,36 months,9.60%,MORTGAGE,5500,730,6,790
57120,22000,14.65%,60 months,29.26%,MORTGAGE,3912,705,8,21633
85883,12000,15.31%,36 months,13.80%,MORTGAGE,3333.33,665,10,16181
28326,5000,18.39%,36 months,13.71%,RENT,8125,675,5,29602
74206,31050,7.90%,36 months,18.82%,MORTGAGE,6500,770,15,71549
43999,10000,7.90%,36 months,12.80%,RENT,6666.67,730,11,9261
87114,10000,14.09%,36 months,21.45%,RENT,3750,700,4,18621
41413,13250,7.90%,36 months,22.64%,RENT,2500,740,7,12957
43623,5000,14.27%,36 months,18.41%,RENT,5208.33,695,9,18055
89511,14675,13.11%,36 months,24.74%,RENT,3166.67,710,14,5727
22315,7000,10.00%,36 months,1.68%,RENT,2375,745,3,922
100288,6000,17.77%,36 months,32.76%,OWN,1666.67,665,12,15055
43260,20000,12.69%,60 months,17.96%,MORTGAGE,4500,735,13,22946
76173,7000,12.12%,36 months,31.79%,MORTGAGE,3916.67,695,9,11648
88026,1500,12.12%,36 months,15.37%,RENT,3625,695,9,11346
83857,35000,18.49%,36 months,16.33%,RENT,11000,705,15,13766
46337,20000,18.25%,60 months,12.90%,OWN,6666.67,695,17,8039
34144,21000,14.27%,60 months,11.27%,MORTGAGE,5333.33,710,8,19431
53780,12500,6.03%,36 months,14.82%,RENT,4944.92,755,11,6014
101800,25000,15.01%,36 months,24.59%,MORTGAGE,15416.67,695,24,245886
17016,9600,14.46%,60 months,10.27%,RENT,5500,680,8,8359
9639,8100,13.85%,36 months,17.63%,RENT,4600,675,9,2963
42760,15000,14.65%,36 months,20.07%,MORTGAGE,3666.67,690,11,13843
18362,15000,16.32%,60 months,7.53%,MORTGAGE,14000,685,14,5469
98619,11000,11.14%,36 months,16.57%,MORTGAGE,5000,695,17,8734
19598,9600,14.17%,36 months,18.61%,OWN,5416.67,670,21,16278
94218,25000,13.11%,36 months,18.52%,RENT,5000,775,11,4345
83646,14550,13.11%,36 months,21.34%,MORTGAGE,4583.33,685,7,20141
56385,10000,10.74%,36 months,17.88%,RENT,2500,700,6,11120
94994,24000,11.14%,60 months,20.98%,OWN,8000,705,9,20247
38492,20000,10.65%,60 months,24.02%,OWN,5200,745,11,15709
11868,25000,11.49%,36 months,11.78%,MORTGAGE,25000,725,14,37719
71057,7200,17.77%,36 months,2.18%,MORTGAGE,3250,670,4,1301
92024,5000,14.33%,36 months,11.12%,RENT,2916.67,675,5,4114
30137,20000,16.49%,60 months,16.16%,MORTGAGE,5000,710,13,20337
26323,5600,7.91%,36 months,20.21%,RENT,3166.67,730,12,32987
48554,20000,7.90%,36 months,1.30%,RENT,10400,750,5,6969
76933,6000,8.90%,36 months,17.16%,MORTGAGE,12500,715,12,60368
29775,3200,17.49%,60 months,7.90%,RENT,2609,670,9,5382
100072,24375,14.09%,36 months,26.36%,MORTGAGE,4583.33,710,11,27379
78792,25225,12.12%,36 months,30.77%,MORTGAGE,6500,715,8,11736
13110,20000,15.95%,60 months,12.20%,MORTGAGE,6666.67,700,12,20744
74037,30225,17.77%,36 months,28.15%,MORTGAGE,8333.33,710,21,28631
5465,7000,7.40%,36 months,8.89%,MORTGAGE,3352,770,14,14014
23345,35000,15.65%,60 months,26.19%,MORTGAGE,6308.75,735,14,34883
59271,7575,9.76%,36 months,10.99%,RENT,2375,725,3,5640
54197,15000,13.11%,36 months,16.55%,RENT,4166.67,695,11,9066
45525,24000,15.81%,60 months,0.62%,OWN,10000,725,8,0
94545,19800,15.31%,60 months,15.03%,MORTGAGE,6666.67,675,10,46879
10785,9250,10.75%,60 months,3.41%,MORTGAGE,8500,755,6,105060
42562,6000,15.96%,36 months,6.38%,MORTGAGE,6916.67,660,7,6309
70606,3500,15.31%,36 months,7.14%,RENT,5000,685,2,14064
102226,7200,14.82%,36 months,9.67%,RENT,4500,645,7,6572
56056,12000,6.03%,36 months,22.57%,MORTGAGE,7500,760,8,5116
53245,20000,7.90%,36 months,13.59%,RENT,7258.33,730,5,14268
71531,3900,12.12%,36 months,7.55%,MORTGAGE,2583.33,685,8,3724
45828,16000,19.22%,60 months,21.28%,RENT,3416.67,680,8,26060
28189,15000,15.99%,36 months,11.34%,MORTGAGE,8583.33,675,6,3844
55542,28200,20.50%,60 months,15.60%,MORTGAGE,4833.33,695,18,27158
26424,15000,13.49%,36 months,3.44%,RENT,6666.67,705,3,2698
27371,7400,13.99%,36 months,20.52%,RENT,4166.25,675,17,6653
24445,15000,10.59%,36 months,14.66%,RENT,5150,730,9,5116
25133,4500,5.99%,36 months,21.46%,RENT,3644.83,765,8,1058
72072,3000,14.09%,36 months,12.36%,RENT,4789.33,680,9,1353
43844,9000,14.27%,36 months,18.74%,RENT,5833.33,675,13,11637
60894,4000,8.90%,36 months,24.11%,RENT,4583.33,705,17,11351
59206,10000,17.27%,36 months,21.84%,MORTGAGE,2916.67,665,18,21245
24426,6400,15.99%,60 months,24.43%,RENT,3500,690,9,973
91173,4325,10.16%,36 months,1.79%,MORTGAGE,11000,715,9,75
56404,12000,13.11%,36 months,17.04%,MORTGAGE,4583.33,695,9,41871
75634,10000,15.31%,36 months,10.40%,RENT,9000,665,12,5141
93296,12000,10.16%,36 months,8.05%,MORTGAGE,6250,720,9,11626
69885,6000,12.12%,36 months,4.94%,MORTGAGE,4333.33,690,12,9656
31787,2200,13.49%,36 months,3.27%,OWN,6666.67,700,2,10142
38073,5000,14.27%,36 months,17%,OWN,5000,670,9,14748
25600,12000,19.69%,60 months,16.23%,RENT,3376,665,12,8437
36576,3000,7.90%,36 months,22.03%,MORTGAGE,5583.33,705,15,12968
81991,30000,21.49%,60 months,16.89%,MORTGAGE,13999.17,700,14,61579
73434,10800,12.12%,36 months,26.70%,RENT,5833.33,695,6,27585
50956,10500,18.25%,36 months,11.52%,MORTGAGE,8750,660,15,9984
45189,10000,6.62%,36 months,5.49%,MORTGAGE,10833.33,755,5,40827
80144,24000,12.12%,36 months,26.68%,MORTGAGE,5791.67,715,13,34104
77251,16000,14.09%,36 months,2.85%,MORTGAGE,3333.33,690,6,3909
49782,15000,13.99%,36 months,12.60%,MORTGAGE,3500,705,7,13036
101411,9500,21.98%,36 months,16.01%,RENT,4500,660,7,3673
81782,35000,19.05%,36 months,15.75%,MORTGAGE,18750,690,21,73813
71268,5000,7.90%,36 months,21.82%,MORTGAGE,4166.67,725,8,15502
38833,15000,11.71%,36 months,11.70%,RENT,6250,700,6,6622
69249,5000,15.31%,36 months,17.37%,RENT,1750,675,3,10361
5299,19000,11.14%,36 months,19.83%,RENT,4548.83,775,12,33809
61835,11625,15.80%,36 months,31.12%,RENT,2860,680,14,8374
64769,25000,7.62%,36 months,13.45%,RENT,6750,750,16,17193
35250,8000,12.69%,36 months,7.67%,OWN,7916.67,685,4,1442
7007,9800,8.59%,36 months,14.99%,MORTGAGE,3583.33,760,12,5164
2577,6000,8.00%,36 months,1.06%,RENT,5000,765,6,7161
37863,10200,12.42%,36 months,17.86%,MORTGAGE,5833.33,705,9,9817
34551,10500,6.62%,36 months,16.26%,MORTGAGE,4853.33,760,9,2816
38905,5000,7.90%,36 months,7.75%,MORTGAGE,5500,725,11,16396
53762,17500,7.90%,36 months,7.97%,RENT,5416.67,810,4,17
32323,4000,19.03%,36 months,10.56%,RENT,1600,685,2,299
49042,22000,12.12%,36 months,16.93%,RENT,3916.67,715,4,22142
16346,5000,5.79%,36 months,9.18%,RENT,5520,750,10,7351
75831,19125,18.49%,60 months,29.10%,RENT,4166.67,700,14,28108
67863,16000,12.12%,36 months,18.23%,RENT,4166.67,700,14,16309
103546,4500,14.59%,36 months,17.35%,OWN,6000,660,18,5197
50874,5800,22.45%,60 months,11.86%,RENT,1416.67,665,3,6077
101548,10000,14.70%,36 months,6.37%,RENT,5416.67,645,4,2211
80841,16750,18.75%,36 months,8.84%,MORTGAGE,5666.67,680,8,13567
65855,3600,12.12%,36 months,27.16%,OWN,3333.33,695,15,12153
26919,10000,15.62%,36 months,12.19%,RENT,7500,670,12,17133
31098,6000,5.42%,36 months,1.51%,OWN,4250,800,14,1838
68962,10000,7.62%,36 months,13.26%,MORTGAGE,7416.67,735,12,16297
61493,10000,17.77%,36 months,5.80%,RENT,7166.67,685,NA,15279
28574,5000,7.49%,36 months,16.45%,MORTGAGE,18750,745,10,129071
69724,35000,23.76%,60 months,24.22%,RENT,7331.25,665,16,28687
33068,7000,7.90%,36 months,20.72%,RENT,6000,715,9,6659
1342,3000,10.20%,36 months,0.33%,RENT,4583.33,800,3,37
31200,28000,15.62%,36 months,5.70%,MORTGAGE,6250,695,6,11923
10264,15200,15.58%,60 months,19.22%,MORTGAGE,12083.33,690,20,19712
49920,15775,14.65%,36 months,3.37%,RENT,4000,710,11,4058
30441,30000,10.59%,36 months,8.15%,MORTGAGE,22916.67,765,13,1945
33148,3000,9.91%,36 months,4.75%,OWN,4166.67,710,9,7321
79022,15350,18.49%,36 months,15.09%,MORTGAGE,4400,670,7,12823
45222,26500,9.76%,60 months,17.19%,MORTGAGE,5416.67,785,13,9966
22768,6400,6.00%,60 months,3.09%,MORTGAGE,6250,695,5,241
96412,13200,14.33%,36 months,28.75%,RENT,3833.33,695,9,8568
29340,12000,11.49%,36 months,17.73%,MORTGAGE,7300,705,9,38342
73863,4000,6.03%,36 months,33.67%,MORTGAGE,NA,800,19,55123
32269,2500,6.62%,36 months,10.96%,MORTGAGE,6166.67,730,14,24495
45097,28000,18.55%,36 months,8.99%,MORTGAGE,6666.67,700,6,14189
62353,9000,8.90%,36 months,7.33%,RENT,12500,730,4,12964
53042,6600,6.03%,36 months,16.69%,MORTGAGE,6250,750,14,17258
92363,27050,17.27%,60 months,27.59%,MORTGAGE,5025,705,13,40037
27374,4800,15.99%,36 months,0%,RENT,4583.33,675,2,0
67953,7550,10.16%,36 months,3.83%,MORTGAGE,8333.33,710,10,10204
5880,10000,7.74%,36 months,0.17%,MORTGAGE,7083.33,775,9,2994
3031,12500,11.26%,36 months,12.21%,RENT,4333.33,730,6,12568
92244,27575,19.05%,36 months,19.30%,RENT,5166.67,660,6,14935
61500,20000,13.11%,36 months,3.94%,MORTGAGE,7238.92,720,6,11751
7002,15000,14.61%,36 months,9.17%,RENT,3000,730,8,0
53002,18000,8.90%,36 months,12.79%,MORTGAGE,10500,730,15,4856
32737,5400,8.90%,36 months,6.27%,RENT,3000,785,2,90
47286,23000,15.81%,36 months,16.02%,RENT,7083.33,695,8,9664
16577,8000,5.79%,36 months,19.65%,OWN,5833.33,770,8,0
35530,3000,12.69%,36 months,4.25%,OWN,1200,705,4,1643
23575,7200,6.92%,36 months,11.72%,MORTGAGE,7083.33,780,6,15933
99508,15350,15.80%,36 months,7.41%,MORTGAGE,5666.67,670,6,8128
72670,6000,12.12%,36 months,21.21%,RENT,3333.33,685,8,4638
2882,15000,13.16%,36 months,13.16%,MORTGAGE,2583.33,755,3,4923
20093,5000,12.68%,60 months,12.59%,RENT,4416.67,690,13,7686
9020,2575,6.76%,36 months,4.80%,RENT,6875,760,6,4678
52639,1800,13.67%,36 months,24.21%,RENT,4250,670,11,5757
76348,10000,14.09%,36 months,26.44%,MORTGAGE,5416.67,700,6,18652
57727,7750,10.74%,36 months,6.51%,MORTGAGE,2916.67,705,5,6889
91915,12000,16.29%,36 months,28.76%,RENT,5666.67,660,21,16822
97696,10000,6.03%,36 months,16%,MORTGAGE,8333.33,780,11,14832
51525,4950,13.67%,36 months,14.11%,MORTGAGE,4166.67,665,15,8379
41626,8400,6.03%,36 months,15.34%,MORTGAGE,3200,760,6,10576
71634,3500,12.12%,36 months,17.82%,MORTGAGE,5416.67,695,15,4067
51795,12000,16.29%,36 months,NA,MORTGAGE,7083.33,665,16,16993
73201,18000,22.47%,60 months,17.17%,MORTGAGE,5562.92,660,13,14866
31566,14675,12.99%,60 months,29.18%,RENT,3167,725,7,21088
90826,13000,14.09%,36 months,16.09%,RENT,3250,675,6,6930
64262,15000,13.11%,36 months,33.12%,RENT,4166.67,695,10,13198
2749,8250,9.32%,36 months,24.45%,MORTGAGE,3300,755,17,29576
73233,6900,14.09%,36 months,17.78%,OWN,4166.67,685,9,9720
88842,35000,20.49%,60 months,12.54%,MORTGAGE,10416.67,685,14,26487
8773,25000,10.62%,36 months,12.21%,RENT,11166.67,750,6,28556
94795,9600,11.14%,36 months,20.58%,MORTGAGE,3833.33,705,9,44403
71783,9000,6.62%,36 months,17.11%,MORTGAGE,6750,755,7,12553
65113,6500,8.90%,36 months,31.45%,MORTGAGE,6000,740,14,61865
5189,1750,11.14%,36 months,8.02%,RENT,1833.33,720,4,1838
20592,5000,5.42%,36 months,23.15%,RENT,2833.33,750,7,4573
71038,6000,15.80%,36 months,16.40%,RENT,2500,670,5,5892
72764,25000,14.09%,36 months,19.13%,RENT,6083.33,700,19,14666
77043,13000,14.33%,36 months,11.08%,MORTGAGE,3358.33,690,7,6327
51326,5875,7.90%,36 months,14.75%,RENT,5416.67,720,15,2617
57788,5000,16.29%,36 months,20.77%,RENT,4583.33,660,19,11991
13386,16000,16.45%,60 months,16.66%,MORTGAGE,5500,680,6,6842
17877,12000,9.62%,60 months,14.12%,MORTGAGE,6666.67,730,10,6969
88396,35000,12.12%,36 months,19.90%,MORTGAGE,13933.33,720,18,24288
19466,4800,5.79%,36 months,11.71%,RENT,2800,735,6,9228
19859,6500,11.11%,36 months,13.98%,MORTGAGE,2253,680,11,7558
19297,25000,13.06%,36 months,4.14%,MORTGAGE,11500,735,4,6578
82626,1000,7.62%,36 months,5.59%,MORTGAGE,9333.33,785,6,350
8078,16000,13.48%,36 months,15.17%,MORTGAGE,4166.67,700,6,1962
102374,7675,15.13%,36 months,18.08%,MORTGAGE,11666.67,645,13,12578
78732,13600,8.90%,36 months,10.94%,RENT,10000,720,15,18028
71751,12000,15.31%,36 months,32.91%,RENT,5500,680,21,13559
20020,15000,10.37%,36 months,26.72%,MORTGAGE,5250,750,11,44850
89844,7125,18.49%,36 months,11.18%,MORTGAGE,5636.75,675,14,5383
35991,35000,21.67%,60 months,14.25%,RENT,20833.33,675,12,79792
92975,11575,13.11%,60 months,18.37%,MORTGAGE,3750,725,12,18790
5274,5000,7.40%,36 months,14.22%,RENT,6000,780,7,1751
48009,5000,7.62%,36 months,3.04%,OWN,2500,735,5,4864
1046,5000,13.24%,36 months,13.28%,RENT,4833,660,10,9816
35719,7000,7.90%,36 months,12.61%,MORTGAGE,6250,720,13,19848
102294,20000,14.50%,36 months,25.40%,MORTGAGE,6916.67,715,10,26938
22561,7000,6.92%,36 months,17.15%,RENT,4583.33,735,13,6897
7816,20000,10.25%,36 months,17.51%,MORTGAGE,7833.33,760,14,49898
47745,6000,7.90%,36 months,20.13%,MORTGAGE,7750,725,16,7533
21458,14000,7.66%,36 months,10.68%,MORTGAGE,21666.67,735,14,13850
62166,30000,19.05%,36 months,14.77%,MORTGAGE,9166.67,685,20,22299
42655,18225,17.58%,36 months,24.64%,MORTGAGE,5000,660,12,16398
19255,12000,7.29%,36 months,16.15%,MORTGAGE,11667,720,9,113671
51684,10000,12.12%,36 months,12.99%,MORTGAGE,5833.33,690,8,13885
22667,16300,14.91%,36 months,24.17%,MORTGAGE,5222,675,11,40988
587,11000,13.87%,36 months,20.93%,OWN,4167,670,14,17436
13863,25000,15.58%,60 months,0.60%,MORTGAGE,5666.67,785,2,0
89627,24000,12.12%,36 months,29.01%,MORTGAGE,7500,670,12,14804
32044,6000,7.49%,36 months,8.81%,OWN,2462.75,715,11,8644
25141,10000,11.49%,60 months,22.69%,MORTGAGE,5623.33,765,11,26898
65250,2000,8.90%,36 months,23.70%,OWN,3000,730,5,2117
87148,6625,11.14%,36 months,10.12%,OWN,1916.67,690,10,5449
102167,20000,16.71%,36 months,20.83%,RENT,5333.33,660,11,11881
3630,12000,9.63%,36 months,9.12%,MORTGAGE,6250,745,8,5212
20690,4200,7.29%,36 months,6.58%,RENT,5133.33,765,4,5475
103394,6950,13.11%,36 months,12.51%,MORTGAGE,7916.67,715,5,1593
32875,6000,7.51%,36 months,4.74%,MORTGAGE,10916,765,18,6317
29116,8400,10.99%,36 months,24.85%,MORTGAGE,7583,700,9,342
14340,5000,7.88%,36 months,16.61%,MORTGAGE,5833.33,725,18,19771
82457,4750,10.16%,36 months,32.49%,MORTGAGE,3500,695,15,36512
12895,15000,10.75%,60 months,17.55%,RENT,5761,785,12,2691
98544,12000,16.29%,36 months,5.07%,MORTGAGE,2916.67,670,13,10360
1324,4000,7.68%,36 months,10.74%,RENT,3417,790,11,2775
16593,12800,12.61%,60 months,9.02%,RENT,5166.67,725,7,7942
36466,12000,8.90%,60 months,9.75%,MORTGAGE,9866,795,9,2787
37814,9425,13.49%,36 months,15.71%,RENT,3750,670,12,15116
43682,28000,12.42%,36 months,2.98%,MORTGAGE,27083.33,730,5,12888
70424,30000,21.00%,60 months,17.12%,MORTGAGE,8666.67,710,8,47503
27552,9600,18.39%,36 months,14.69%,MORTGAGE,5166.67,660,8,13041
3606,7800,12.84%,36 months,16.77%,RENT,6000,695,8,13835
39094,12000,10.65%,36 months,26.06%,RENT,5833.33,720,15,24893
83231,9600,15.31%,36 months,12.82%,MORTGAGE,6000,675,13,11407
9533,6000,10.62%,36 months,23.38%,MORTGAGE,5000,705,15,46125
19581,7500,11.11%,60 months,23.63%,RENT,1820,720,13,4409
50339,7000,6.03%,36 months,8.29%,OWN,2750,760,8,10860
35460,10000,11.71%,36 months,5.85%,RENT,4333.33,685,8,7072
102138,3200,12.61%,36 months,16.72%,MORTGAGE,6476,665,14,80837
13279,13000,10.38%,36 months,11.72%,MORTGAGE,10533.33,725,13,37252
71487,35000,24.70%,60 months,8.26%,MORTGAGE,10000,660,12,21391
97364,20800,6.62%,36 months,15.64%,MORTGAGE,10833.33,710,11,15192
77135,1600,16.29%,36 months,7.80%,RENT,2666.67,660,7,5504
67373,10050,6.03%,36 months,20.72%,RENT,2500,750,11,13669
51379,8000,17.99%,36 months,21.11%,MORTGAGE,8583.33,670,15,14584
97075,16000,12.12%,36 months,24.30%,RENT,6250,715,8,10304
46056,11700,7.90%,36 months,5.63%,MORTGAGE,3320.83,720,11,14301
72277,13475,12.12%,36 months,28.27%,MORTGAGE,5666.67,705,12,7722
31190,14500,5.42%,36 months,7.15%,MORTGAGE,10000,800,9,40
103224,5000,14.61%,36 months,6.36%,RENT,3083.33,665,8,4680
53652,13600,6.62%,36 months,17.31%,MORTGAGE,11250,750,11,77377
75321,2200,8.90%,36 months,14.02%,RENT,7083.33,715,10,14980
49761,9000,9.76%,36 months,18.67%,MORTGAGE,5833.33,705,12,12035
87513,27925,22.47%,60 months,3.94%,MORTGAGE,7000,685,14,9914
80353,9450,14.33%,36 months,24.51%,RENT,2916.67,670,12,11555
25236,15175,20.25%,60 months,18.78%,RENT,4333.33,665,6,18049
30497,10000,7.49%,36 months,7.77%,RENT,3166.67,735,4,0
96700,16000,16.29%,36 months,20.62%,RENT,5416.67,680,13,14246
85272,13200,15.31%,36 months,8.61%,MORTGAGE,3333.33,680,10,5400
60220,20000,18.75%,60 months,6.30%,RENT,15416.67,695,13,15026
78437,8500,17.77%,36 months,18%,RENT,2583.33,665,9,13718
40066,3000,14.27%,36 months,10.77%,OWN,3833,670,11,5515
91905,10000,15.31%,36 months,18.99%,MORTGAGE,5583.33,675,16,12723
99247,14075,16.29%,36 months,11.02%,MORTGAGE,10416.67,700,10,7653
62996,19000,19.72%,60 months,19.85%,RENT,4500,680,13,11388
2088,25000,12.84%,36 months,5.52%,MORTGAGE,8666.67,760,9,1900
84001,9000,13.11%,36 months,23.88%,MORTGAGE,4229.17,685,11,7496
80275,6775,13.11%,36 months,10.20%,RENT,6666.67,685,14,5457
24608,2200,15.23%,36 months,16.20%,RENT,2500,675,7,2476
2891,10800,8.00%,36 months,6.82%,MORTGAGE,11250,790,7,10232
94245,16800,14.33%,60 months,21.75%,MORTGAGE,6666.67,675,14,23740
25703,3500,15.62%,36 months,14.41%,MORTGAGE,6833.33,660,7,11526
24038,9250,18.79%,60 months,19.27%,MORTGAGE,4448,660,9,22704
31842,23400,7.49%,36 months,15.66%,RENT,5580,740,6,2086
81514,10375,7.90%,36 months,27.64%,MORTGAGE,4500,745,7,0
66437,9325,14.09%,36 months,21.35%,RENT,3333.33,695,10,27007
49263,18000,21.48%,60 months,15.82%,RENT,6500,665,10,4256
68113,5375,8.90%,36 months,29.48%,RENT,3416.67,720,6,3007
99898,3700,15.80%,36 months,32.20%,RENT,3000,690,9,14151
65485,19125,18.49%,36 months,9.10%,RENT,4166.67,675,8,19761
67349,1625,15.31%,36 months,4.32%,OWN,1666.67,745,3,1759
39590,26000,16.77%,60 months,11.77%,MORTGAGE,4416.67,730,5,7560
36450,6650,18.25%,60 months,17.12%,MORTGAGE,3084,680,16,5646
31456,1000,11.49%,36 months,21.36%,RENT,4666.67,670,16,26558
2407,18000,14.42%,36 months,7.89%,MORTGAGE,5833.33,720,5,18505
3841,8000,12.84%,36 months,16.73%,MORTGAGE,3521,680,13,4075
52353,35000,21.97%,60 months,19.32%,MORTGAGE,14166.67,690,14,51314
51625,10000,12.12%,36 months,12.46%,MORTGAGE,4375,695,7,11070
91179,32350,18.49%,36 months,20.14%,OWN,6000,660,15,39513
16680,16000,12.98%,36 months,15.86%,MORTGAGE,3600,700,9,26357
73961,13750,14.09%,36 months,24.77%,RENT,3000,690,12,16734
95827,5600,11.14%,36 months,27.96%,MORTGAGE,11666.67,665,18,194205
79106,21000,23.76%,60 months,24.82%,RENT,7458.33,660,14,11973
53903,12000,7.90%,36 months,21.99%,MORTGAGE,5416.67,730,8,28146
31290,12000,13.49%,36 months,16.29%,MORTGAGE,6250,680,13,13528
26608,3600,13.99%,36 months,10%,RENT,5750,670,8,10766
16549,25000,16.32%,60 months,22.19%,MORTGAGE,7083.33,705,8,9133
16631,8400,9.25%,60 months,22.47%,MORTGAGE,4833.33,760,6,19187
92743,24375,15.80%,60 months,30.61%,MORTGAGE,4708.33,700,18,49136
83058,8575,15.80%,36 months,34.41%,MORTGAGE,4541.67,675,15,5180
87620,13800,12.12%,36 months,17.11%,RENT,4250,695,8,11366
31254,17000,11.49%,36 months,13.69%,RENT,5083.33,695,9,13883
58027,11000,13.67%,36 months,13.44%,MORTGAGE,4666.67,675,8,10482
12131,7800,14.35%,36 months,21.89%,RENT,2508.33,680,5,25780
30255,3725,10.59%,36 months,18.57%,RENT,11666.67,695,21,43987
57001,11000,17.27%,36 months,11.44%,MORTGAGE,5000,665,7,10070
61049,8500,15.31%,36 months,7.56%,RENT,3333.33,670,5,8844
58569,10000,9.76%,36 months,6.83%,RENT,4583.33,705,14,13511
37224,12000,11.71%,60 months,23.30%,MORTGAGE,4000,725,8,15010
59159,31500,12.12%,60 months,21.32%,RENT,5250,755,10,11936
84476,19000,15.31%,60 months,27.65%,RENT,3617.21,705,8,25692
94507,12000,10.16%,36 months,14.22%,MORTGAGE,8791.67,695,10,17185
